,Make,Series,Verbatim,Score
2480,MINI,Cooper,"The damn detent is too hard to engage and also to small compared to the older mini we had.  Once it is full depressed the lever moves find in all gears. It is just a cheap lousy design and my wife hates it, actually she has to use two hand to depress the detent.",-0.886
2481,BMW,i3,: cloth on the back of front seats rips too easy,0.4404
2482,BMW,i3,REX did not work the first time,0.0
2483,BMW,i3,"preset station never works - don't know why.  If it is used incorrectly, it is definitely not intuitive.",0.4019
2484,BMW,4 Series,"when charging my phone with the usb port, it drops my calls and music from playing in the car on the car speakers",0.2023
2485,BMW,4 Series,"my phone automatically connects no problem and the music plays in the car from my phone, but when I plug my phone to charge it in the car, the music stops playing in the car and it will not reconnect.",-0.0129
2486,BMW,4 Series,very loud when in use,0.0
2487,BMW,4 Series,"When purchasing a drink from a fast food restaurant, the cup does not fit in the cup holder the console in front tilts forward too much not allowing enough space for the larger cups to fit...",-0.2755
2488,BMW,i3,"Rear doors in car are peculiar. Rear passenger cannot easily open door and get out without assistance from front passenger. : There is no clearly marked interior door handles. There is a pocket like structure in the door which we assume is supposed to be used like a door handle, but we are not sure and we don't want to pull it too hard for fear of breaking it.",-0.7306
2489,BMW,i3,"Just hear noise, feel pressure on windy days.",-0.296
2490,BMW,i3,"Brakes squeal a lot when braking. Problem was very pronounced initially, but has now subsided to acceptable levels.",0.2732
2491,BMW,i3,Not able to locate controls without manual. Not intuitive.,0.0
2492,BMW,i3,"The door is supposed to automatically unlock when I approach the car with the key fob in my pocket and pull on the door handle. If I pull on the rear part  of the door handle, it takes many tries to open the door. I have to grab the front part of the handle (which has narrowest gap with the body of the vehicle to get the door to open on the first try.",0.0
2493,BMW,i3,I haven't looked at using cruise control because it is difficult to understand. Ideally cruise control should be the default/automatic at highway speeds when there is no congestion.,-0.2263
2494,BMW,i3,"It is hard to close the glove box. Have to press real hard and even then there is no """"click"""" indicating that glove box cover is closed properly",-0.4588
2495,BMW,4 Series,"I have to wait a lot to get the temperature and sometimes i have to go down as 62, that is not normal",0.0
2496,BMW,4 Series,Times where Apple Play will not connect,0.34
2497,BMW,4 Series,It could be that I am just not used to the shifting of this new vehicle.,0.0
2498,BMW,4 Series,The paint was scratched on the right rear bumper.,0.0
2499,BMW,4 Series,Trunk is heavy to open. Easy to close. I have a hardtop convertible so that may explain why,0.4404
2500,BMW,4 Series,In order to unlock passenger door I have to reach in car located in wrong place or I am missing something I will call Bmw for further information,-0.6369
2501,BMW,4 Series,I am surprised that for the price of a BMW the steering column is manually adjusted instead of power adjusted and automatically tilts away to enter and exit the car especially for a car this size that is low to the ground.,-0.0516
2502,BMW,4 Series,"Street names not up to date. For example and major street leading to my subdivision was renamed over five years ago. The BMW navigation still has the older name which no longer is on the street signs. also found this problem when trying to find a location in another city. However, all are correct on Google Maps which I had to resort to on my iPhone.",-0.6514
2503,BMW,4 Series,"Each side of dual controls always must be adjusted independently. No capability to allow setting temperature from driver side control when wanting the temperature to be the same for both sides. Requires too much distraction to look away from driving to set temperature for both sides--as well as annoying. I have had several cars with dual controls, Including Lincoln, Buick, Ford, Volvo an even Hyundai), and all have had this type of control--so I'm surprised that for the price of a BMW this feature is not provided. When I question this after I bought the car I was told that BMW didn't consider the car large enough to worry about this. However the Volvo C70 convertible I traded in had this feature.",-0.6705
2504,BMW,4 Series,": Transmission control is confusing--especially having to press a button for Park. Several times through habits of many years of driving I tend to push the shifter forward thinking it places the transmission in Park  to find that it actually is in reverse. This is dangerous. Since I alternate driving different vehicles  I must be careful to remember the strange way to put the BMW in Park. I have resorted to trying to use the hand brake. For this reason I probably won't keep the car long, and will not consider a BMW when I replace it.",-0.0258
2505,BMW,4 Series,"When I was getting it washed at a gas station a couple months ago, water streamed down from the joint where the top meets the roof on the driver's corner. When I say stream, it wasn't dripping fast, it literally poured in and soaked my dress, seat and carpet. The few napkins I had in the car did little to help. I have had to get it hand washed since, which is a pain.",0.4804
2506,BMW,4 Series,"When wearing high heels where the heel's diameter isn't that large, it will get stuck under the gas pedal. Once you realize it has happened, it's a little scary knowing you have to spend a second or two trying to get it out while driving at high speeds down the highway.",-0.6003
2507,BMW,4 Series,"Even though the address is correct, occasionally it will take me to somewhere a few blocks away. It makes me afraid to use it in important situations because of its inaccuracy.",-0.0258
2508,BMW,4 Series,Basically nothing besides a can of soda  or a 16oz bottle of water will fit in the front cup holders. Even a 20oz insulated container you have to wrestle with to get out and it hits the bottom of the radio when removing. I have tried at least 5 different varieties to see if any would work because I am in my car a lot and would like some water to stay cold for longer than a half hour.,0.6124
2509,BMW,4 Series,Brake Pedal is too small,0.0
2510,BMW,2 Series,"Probably the same issue, may be different, but cannot pinpoint where the noise is coming from.",0.0
2511,BMW,2 Series,Vibration/rattling is intermittent and not regular.  Waiting for it to become replicable to take to dealership.,0.0
2512,BMW,2 Series,: The rear seat continually dropped down when driving.  I brought it in for service and was informed the seats may not have ever been locked properly. I never attempted to drop the seats manually so this issue initiated upon receipt of the new vehichle.,0.2057
2513,BMW,2 Series,Chip in paint at the front of the car.,0.0
2514,BMW,2 Series,"Re the front bumper: I noticed this very shortly after delivery. It looks like there was a smudged fingerprint on the bumper after it was painted but before the clear coat was applied. While the bumper is not discolored, this shows up as a difference in the shine on the bumper. Gentle cleaning of the area made no difference, and the problem does seem to be beneath the clear coat. This is unsightly under certain light conditions.  Re The arm that holds the passenger side mirror to the body of the car: This part  is glossy black in color. I noticed after some use that there is abrasion in the clear coat on the leading edge of this arm. I noticed this while there were still very few miles on the vehicle.I have no recollection of any way in which this damage could have occurred following delivery. It is more likely that the problem existed at delivery, and I just never saw it .",-0.0964
2515,BMW,2 Series,"As noted before : Shortly after taking delivery of the vehicle, the driver's side power lumbar support system failed. The lumbar support made noise as if it was working but did not inflate, causing the seat to have no lumbar support at all. This caused the car to be very uncomfortable to drive. The dealership's service department repaired the lumbar support system in this seat. The only issue I had with the repair was that it took 10 days or so for the dealer to get the required parts .",0.2525
2516,BMW,2 Series,": The electronically controlled lumbar support mechanism in the driver's seat failed, making the car quite uncomfortable to drive.",-0.5413
2517,BMW,2 Series,"Actually the problem is not the door sills per se -- there was no entry to mark for where the problem actually is . This is padded material that looks like leather. The area where the seatbelt buckle rests when the car is not in use is already abraded and unsightly. Given that I've not used this car very much yet, that is very surprising indeed.",-0.4033
