,Vehicle,Total_Problems,Category,Mode,Verbatim,Score
3093,MINI Cooper 2dr Hbk,2,Features/Controls/Displays (FCD),D,,0.0
3170,MINI Cooper 2dr Hbk,1,Audio/Communication/Entertainment/Navigation (ACEN),D,"It takes the MINI about 5 minutes to connect to my iPhone, in fact, if I try to connect the bluetooth manually by selecting my phone on the screen, it takes even longer to connect.",0.0
3092,MINI Cooper 2dr Hbk,2,Features/Controls/Displays (FCD),M,Not Accurate,0.0
3090,MINI Cooper 2dr Hbk,1,Audio/Communication/Entertainment/Navigation (ACEN),D," : radio control, particularly with satilite",0.0
3081,MINI Cooper 2dr Hbk,3,Engine/Transmission,M,The engine didnâ€™t start just after a week after I got the new 2018 Mini Cooper. Had to call the tow truck and took it to the dealership. They told its the starter kit problem and had to replace the whole starter kit. Thatâ€™s terrible!,-0.7263
3080,MINI Cooper 2dr Hbk,3,"Heating, Ventilation, and Air Conditioning (HVAC)",D,I have to put the temp to 64-66 F to get it cold. It takes time to get cold.,0.0
3079,MINI Cooper 2dr Hbk,3,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
3073,MINI Cooper 2dr Hbk,1,Interior,M,It was a hum when certain songs were playing at higher volume levels. It was fixed with a single trip to the dealer. It was a loose speaker grill.,0.1531
3165,MINI Cooper 2dr Hbk,3,Engine/Transmission,M,"emission light came on, I believe related to having the off/on automatic engine function turned on.  once I turned it off, light turned off.",0.0
3164,MINI Cooper 2dr Hbk,3,Engine/Transmission,M,"The buttons that control this feature are dumb as well.  The light means it's not on, which is contrary to what you'd think.  I accidentally had this feature going, when the radio is on you can't really tell the engine has shut off.  So this was doing the off/on for a little while when I didn't really need it to.  Subsequently, the check engine light came on that indicated an emissions problem. If it was real, this is a big problem with the engine.  I realized this off/on thing had been on, so I turned it off.  The check engine light went away.  I think the constant off/on caused a problem.",-0.8934
3067,MINI Cooper 2dr Hbk,3,Exterior,D,,0.0
3184,MINI Cooper 2dr Hbk,3,Audio/Communication/Entertainment/Navigation (ACEN),D,"Multiple steps required to find certain functions, not intuitive",0.2732
3163,MINI Cooper 2dr Hbk,3,Audio/Communication/Entertainment/Navigation (ACEN),D,"Mini offers a 'second date' to go over car features.  I have not done that, so it's probably something they would address.  However, the radio is the most annoying thing about the mini.  The presets make no sense.  There's buttons that do nothing.  When I use my blutooth to listen to music and try to go back to the main radio, it goes to a different menu and off the preset menu that I want it to be on.  When you're driving, it's very annoying to go back to the preset menu.",-0.7837
3006,MINI Cooper 2dr Hbk,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
3143,MINI Cooper 2dr Hbk,1,Driving Experience,M,: 2 months after delivery. today i woke up with the preassure of my tires super low to the point i had to take it asap to fill. is this normal?,0.4215
3224,MINI Cooper 2dr Hbk,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Does not answer call immediately.  Have to wait 5+ secs before caller can hear me.  Have consistant popping noise during calls.  Load and distracting,-0.296
3207,MINI Cooper 2dr Hbk,1,Interior,D,Tight space to get the seat belt plugged in,0.0
3218,MINI Cooper 2dr Hbk,4,Audio/Communication/Entertainment/Navigation (ACEN),D,hard to locate,-0.1027
2971,MINI Cooper 2dr Hbk,4,Exterior,M,Water on roof pours inside when the window is opened,0.0
3219,MINI Cooper 2dr Hbk,4,Audio/Communication/Entertainment/Navigation (ACEN),D,: when using the phone via bluetooth the speaker has lots of static and crackling sounds : phone calls via bluetooth speaker has static and crackling sound,0.0
3220,MINI Cooper 2dr Hbk,4,Seats,D,passengers all have trouble w buckle when putting on the belt,-0.4019
3221,MINI Cooper 2dr Hbk,4,Interior,D,rear view mirror difficult to move,-0.3612
2979,MINI Cooper 2dr Hbk,3,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
2980,MINI Cooper 2dr Hbk,3,Audio/Communication/Entertainment/Navigation (ACEN),D,"iPhone lost connection 3 times early on, I had to go through the pairing routine to reconnect.  This has not occurred in the last several weeks.",-0.3182
2970,MINI Cooper 2dr Hbk,4,Exterior,D,"After interior release button, the trunk pops but still halfway latched so have to release it again with the key fob",0.0
2969,MINI Cooper 2dr Hbk,4,Exterior,D,Hood release has to be repeatedly pumped even after the release pop noise.,0.0
2968,MINI Cooper 2dr Hbk,1,Interior,U,Small wrinkle in the fabric to driver-side left between front and driver side window.,0.0
2981,MINI Cooper 2dr Hbk,3,Audio/Communication/Entertainment/Navigation (ACEN),D,System took me to the wrong location even though address input was accurate.,-0.4767
2967,MINI Cooper 2dr Hbk,1,Seats,M, : Seatbelt jams and does not retract,0.0
2963,MINI Cooper 2dr Hbk,2,Audio/Communication/Entertainment/Navigation (ACEN),D,: I would like to be able to balance the speakers front/back and there doesn't seem to be a way to do that.,0.3612
2962,MINI Cooper 2dr Hbk,2,Exterior,M,Got stuck in icy conditions,-0.25
2956,MINI Cooper 2dr Hbk,3,Features/Controls/Displays (FCD),M,,0.0
2972,MINI Cooper 2dr Hbk,4,Exterior,D,,0.0
3830,MINI Cooper 2dr Hbk,3,"Heating, Ventilation, and Air Conditioning (HVAC)",D,,0.0
3223,MINI Cooper 2dr Hbk,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
3222,MINI Cooper 2dr Hbk,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
2953,MINI Cooper 2dr Hbk,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Technical difficulties connecting non-iphones to car,-0.296
2954,MINI Cooper 2dr Hbk,3,Exterior,D,,0.0
2955,MINI Cooper 2dr Hbk,3,Features/Controls/Displays (FCD),M,,0.0
3525,MINI Cooper 4dr Hbk,7,Seats,D,,0.0
3524,MINI Cooper 4dr Hbk,7,Seats,D,,0.0
3513,MINI Cooper 4dr Hbk,2,Audio/Communication/Entertainment/Navigation (ACEN),D,"I constantly have issues pairing my device or using the blue-tooth system. In my other mini I did not have issues hearing media when paired, in this Mini I do, I have to disconnect in order to hear my media on the phone, or I need to connect an auxillary chord and go through a difficult and annoying process which causes an issue when trying to repair it and I'm in motion. Most times it will not pair back again for some time. I have not had the time to take the vehicle in yet to be addressed.",-0.6369
3522,MINI Cooper 4dr Hbk,7,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
3098,MINI Cooper 4dr Hbk,1,Audio/Communication/Entertainment/Navigation (ACEN),M,: Satellite radio stopped working.,-0.2263
3521,MINI Cooper 4dr Hbk,7,Driving Experience,U,Can feel every bump. Not very shock absorbent,-0.4391
3512,MINI Cooper 4dr Hbk,2,Driving Experience,M,"Noticed a bubble one day. Havent taken it in yet, making an appointment soon.",0.0
3520,MINI Cooper 4dr Hbk,1,Exterior,D,When I hit the fob it dosent allways unlock. When car is unlocked seems like it's stuckso I relook and unlock from fob. Not sure if I'm just to quick to try opening or if it's not releasing and stuck.,0.6747
3094,MINI Cooper 4dr Hbk,1,Audio/Communication/Entertainment/Navigation (ACEN),D,"When I say to call someone from my contacts, it never recognizes who I want it to call. I would also note that my phone never recognizes what I want it to say either, so I can only point blame on myself.",-0.4299
3095,MINI Cooper 4dr Hbk,2,Exterior,M,Looks like some type of glue melted and dripped down the side. Doesn't wash off,0.3612
3105,MINI Cooper 4dr Hbk,9,Exterior,M,"NOT BROKEN, IT'S THE WAY IT LOCKS AND MY 6 YEAR OLD HAS A HARD TIME SOMETIMES.",-0.5423
3517,MINI Cooper 4dr Hbk,1,Features/Controls/Displays (FCD),D,"In the immediate moment when I need to sound the horn, it is not easy to locate the place to press it. I've gotten used to it, but this was not obvious.",-0.1786
3523,MINI Cooper 4dr Hbk,7,Seats,D,,0.0
3107,MINI Cooper 4dr Hbk,9,Exterior,M,"NOT VERY HARD TO OPEN PUT THE DESIGN IS WEIRD, HAVE TO PULL A FEW TIMES TO OPEN HOOD/RELEASE",-0.3384
3422,MINI Cooper 4dr Hbk,2,Audio/Communication/Entertainment/Navigation (ACEN),M,: Bluetooth connectivity to phone. Sometimes song on display does not match what actually is playing. Have to restart playlist to get it to work.,0.2023
3423,MINI Cooper 4dr Hbk,2,Engine/Transmission,M,Strange loud noise when shifting from 1st to 2nd gear. Randomly happens. Not sure what the issue is so far.,0.128
3424,MINI Cooper 4dr Hbk,1,Features/Controls/Displays (FCD),M,The driver information display  wasn't working upon delivery. The computer was not appropriately updated when delivered. The dealership just needed to download and install a computer update to resolve the problem.,-0.0258
3431,MINI Cooper 4dr Hbk,2,Driving Experience,D,,0.0
3432,MINI Cooper 4dr Hbk,2,Audio/Communication/Entertainment/Navigation (ACEN),D,USB PORT IS WEAK REQUIRES AN ADAPTER. NOT POWERFUL ENOUGH TO CHARGE A PHONE. AUX OUTLET HAS POOR CONNECTION.,-0.4939
3125,MINI Cooper 4dr Hbk,9,Exterior,M,The trunk door is always locked.  It takes multiple 'unlocks' from my key fab or pressing the unlock button on the inside of the car to get it to unlock.,0.4588
3463,MINI Cooper 4dr Hbk,4,Driving Experience,D,The brake stopping is not compatible with the rest of the handling of the car,-0.1531
3464,MINI Cooper 4dr Hbk,4,Features/Controls/Displays (FCD),D,Too confusing due to all the information in the center console,-0.2263
3465,MINI Cooper 4dr Hbk,4,Audio/Communication/Entertainment/Navigation (ACEN),D,FM presets are difficult to understand,-0.3612
3409,MINI Cooper 4dr Hbk,1,Interior,M,A vinegar smell comes from the AC when turning the car and sometimes while driving,0.0
3126,MINI Cooper 4dr Hbk,9,Features/Controls/Displays (FCD),D,The wipers are difficult to control.  They don't have good timing.,-0.6002
3466,MINI Cooper 4dr Hbk,4,Interior,U,: Rattle in the sunroof when open,0.0
3479,MINI Cooper 4dr Hbk,3,Exterior,M,"The trunk lid must be closed forcefully, if not, the lid is not locked in place.",0.0
3127,MINI Cooper 4dr Hbk,9,Features/Controls/Displays (FCD),D,"When you use your key fab to lock the car, there is no sound.  I was able to program my Mini to make the lights flash, but it only does it once.  It would be nice if it made a sound to let you know that it was locked.  This is not an option.",0.6249
3128,MINI Cooper 4dr Hbk,9,Features/Controls/Displays (FCD),D,"It is was not explained to us that there is a sensor on the seat.  If there is nothing on the seat, then the light comes on to tell us.  The first time it did this, I called my dealership and they explained it to me over the phone.",0.0
3106,MINI Cooper 4dr Hbk,9,Exterior,D,,0.0
3480,MINI Cooper 4dr Hbk,3,Features/Controls/Displays (FCD),D,Some of the pictures in the manual don't match up with my model vehicle.,0.0
3129,MINI Cooper 4dr Hbk,9,Features/Controls/Displays (FCD),D,,0.0
3130,MINI Cooper 4dr Hbk,9,Features/Controls/Displays (FCD),D,"The control panel on the Mini is all done with the car's mouse.  It is not as user friendly as it suggests.  When I read the manual, I have felt more confused and I have more questions.  When I have called my dealership to ask questions, I feel like they are making fun of me, because I can't figure it out.",0.1479
3113,MINI Cooper 4dr Hbk,9,Interior,D,SCUFFS SEEM TO SHOW UP AND HARD TO REMOVE ON THE DASH PANEL AND DOOR PANELS.  DON'T THINK ITS AN ISSUE JUST TYEP OF MATERIAL USED.,-0.1027
3131,MINI Cooper 4dr Hbk,9,Features/Controls/Displays (FCD),M,: The back-up camera had 'glitches.'  It would not project an image.  It was black.,0.0
3132,MINI Cooper 4dr Hbk,9,"Heating, Ventilation, and Air Conditioning (HVAC)",D,"The Mini vets are all circular, including the knobs.  However, it is hard to tell if the vents are open and closed and which way the air is blowing.",-0.1027
3133,MINI Cooper 4dr Hbk,9,Interior,D,"The location of the front cup holders makes it difficult for the driver to access.  The driver's cup needs to be in the passenger's cup, so it can be accessed.  The passenger is not able to use the cup holder.  There is only one cup holder in the back of the car.",-0.3612
3400,MINI Cooper 4dr Hbk,2,Audio/Communication/Entertainment/Navigation (ACEN),D,"Scrolling through radio stations does not wrap around. Station preset buttons do not work as expected. Moving joystick forward/backward does not give intuitive menus, difficult to find what you want.",-0.128
3112,MINI Cooper 4dr Hbk,9,Seats,D,THINK SEAT LOCKS ARE TOO LOW TO REACH INTO SEAT.  CAN BE A LITTLE LONGER.,-0.25
3399,MINI Cooper 4dr Hbk,2,Exterior,M,Factory installed the wrong side badges/scuttles than what I ordered.,-0.4767
3392,MINI Cooper 4dr Hbk,6,Interior,D,The cup holders are not adjustable.,0.0
3111,MINI Cooper 4dr Hbk,9,Seats,D,"DRIVER SEAT IS HARD TO MOVE BACK AND FOWARD, SEEMS HARD TO MOVE WHEN NEEDED, NOT SURE IF IT'S NEW OR AN ISSUE.BACK SEAT HAS A BOOSTER SEAT, THINK LOCKS COULD BE A LITTLE HIGHER OUT OF SEATS TO REACH.",0.1531
3110,MINI Cooper 4dr Hbk,9,Audio/Communication/Entertainment/Navigation (ACEN),D,HAVING A HARD TIME PAIRING PHONE AND STORING RADIO STATIONS.,-0.1027
3109,MINI Cooper 4dr Hbk,9,Driving Experience,D,"NOT SURE BUT THEY MAKE A LITTL NOISE WHEN MOVING SLOW, NOT SURE IF IT MAKES THE NOISE WHEN GOING FASTER OR NOT.  HERE IT WHEN I FIRST START TO DRIVE.",0.5574
3108,MINI Cooper 4dr Hbk,9,Exterior,M,SEEM TO HAVE MORE SPACE ON ONE SIDE THAN THE OTHER.,0.0
3526,MINI Cooper 4dr Hbk,7,Interior,D,So tiny.can barely fit my sunglasses.,0.355
3481,MINI Cooper 4dr Hbk,3,Features/Controls/Displays (FCD),D,There are so many options stacked on one another which change at the push of the same button.,0.0
3528,MINI Cooper 4dr Hbk,2,Engine/Transmission,M,,0.0
3529,MINI Cooper 4dr Hbk,2,Engine/Transmission,M,,0.0
3013,MINI Cooper 4dr Hbk,2,Seats,D,,0.0
3012,MINI Cooper 4dr Hbk,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
3744,MINI Cooper 4dr Hbk,1,Seats,D,Wife and others talk about difficulty in attaching seat belt.  Number 1 problem.,-0.5859
3752,MINI Cooper 4dr Hbk,3,Features/Controls/Displays (FCD),M,"Sometimes when It is raining, they do not come on. Other times when there is no water on the windshield, they do come on.",-0.296
3753,MINI Cooper 4dr Hbk,3,Audio/Communication/Entertainment/Navigation (ACEN),D,I have had the car for 3 and 1/2 months and I still can not figure out the radio/sattelite staions.  The navigation system categories/choices do not help find anything. I must have an actual address.,-0.3089
